,index,videoId,title,channelId,channel,description,publication_date,duration,view_count,like_count,comment_count,tags
30,Cinq histoires d'espions russes qui ont bouleversé la géopolitique - Libération,of98lGnAmNU,Cinq histoires d'espions russes qui ont bouleversé la géopolitique,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Lorsque l’on parle d’espionnage et de Russie dans la même phrase, c’est toute une mythologie qui est convoquée. « Bon baisers de Russie », « The Americans » ou encore « La Taupe », la culture moderne déborde de références au KGB et autres services de renseignements russes. Au delà de la Guerre Froide où des espions soviétiques pullulaient, l’histoire récente draine elle aussi son lot de récits d’agents secrets russes. Il y a par exemple ceux qui se font passer pour des Brésiliens, d’autres qui tentent d’infiltrer la Cour Pénale Internationale, quand certains recrutent directement sur Leboncoin.

Dans cette vidéo, la journaliste au service Actu, Salomé Kourdouli, raconte cinq affaires d’espionnage russe récentes et montre les ingérences répétées envers différents états de la planète. Elle explore les différentes méthodes qu’ils utilisent pour arriver à leur fin, entre recrutement, surveillance, hacking, infiltration et renseignement. Elle expose aussi les stratégies déployées par les pays victimes pour les affronter. D’aucuns souhaitent ériger un mur avec la Russie, comme la Finlande et la Pologne, alors que d’autres comme la Norvège pensent ouvertement à refouler à leur frontière tout citoyen russe. Ainsi, au delà de ces quelques événements insolites, on peut voir que ce sont de véritables bouleversements géopolitiques qui sont à l’œuvre.
#espion #russie #poutine 

Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-11-09T18:49:00Z,PT3M5S,1687,21,3,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'espion', 'espionnage', 'russie', 'ukraine', 'poutine', 'kgb', 'service secret', 'service de renseignement', 'infiltration', 'hacking', 'russe', 'france', 'pologne', 'finlande', 'leboncoin', 'renseignement', 'hacker', 'drône', 'norvège', 'espionner', 'géopolitique', 'internationale', 'frontière', 'diplomatie', 'diplomatique', 'souveraineté', 'vladimir poutine', 'militaire', 'guerre', 'espion russe', 'crime', 'piratage', 'GRU', 'Liz Truss', 'Macron', 'Emmanuel Macron', 'SVR']"
31,Midterms : notre envoyé spécial aux Etats-Unis répond à vos questions - Libération,68Dp7_XX_BU,Midterms : notre envoyé spécial aux Etats-Unis répond à vos questions,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Le 8 octobre, les élections de mi-mandat américaines vont être un défi de taille pour le président Joe Biden. Les bastions démocrates habituellement considérés imprenables sont cette fois à portée de voix des républicains. D’après les sondages, ce scrutin, qui remettra en jeu certains mandats de gouverneurs, l’intégralité des 435 sièges de la Chambre des représentants et le tiers des 100 sièges du Sénat, s’annonce douloureux pour le camp Biden.

Dans cette rediffusion du direct Instagram de Libération, notre envoyé spécial Frédéric Autran répond aux questions d’Isabelle Hanne, sa consœur du service Planète. Les deux journalistes se demandent notamment quelle marge de manœuvre Joe Biden aura à l’issue des Midterms.
#midterms2022 #biden #etats_unis 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-11-07T10:24:52Z,PT34M13S,680,7,0,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'midterms', 'mi-mandat', 'élection', 'élections', 'élections mi-mandat', 'biden', 'joe biden', 'midterms biden', 'joe biden midterms', 'biden midterms etats unis', 'us', 'usa', 'Midterms', 'Joe Biden', 'Joe biden', 'midterms joe biden', 'états unis', 'états-unis', 'biden etats unis']"
32,Quels conseils donner à ses enfants à l'heure de la crise écologique ? - Libération,c5EpA-X7dJY,Quels conseils donner à ses enfants à l'heure de la crise écologique ?,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"D’après une étude du Lancet publiée en 2021, 60 % des 16-25 ans sont éco-anxieux. Cette angoisse des conséquences du réchauffement climatique et de l’effondrement de la biodiversité est aussi présente chez les plus petits. Pour les parents, parler d’écologie est donc un exercice complexe : il faut pouvoir transmettre des connaissances sur le sujet, dire la vérité sur l’état de la planète, mais éviter d’alimenter le stress des jeunes.
Dans cette vidéo, le chef adjoint du service Idées Thibaut Sardier explique qu’il est important de doser les informations que l’on délivre à son enfant (ne pas tout dire, répondre aux questions au fur et à mesure qu’elles se posent), de parler avec eux des émotions qu’ils ressentent et surtout de montrer qu’ils peuvent, à leur échelle, faire bouger les choses. Pour cela, la discussion a ses limites : il faut aussi enfiler ses bottes et aller observer la nature !
La méthode a son importance. Être trop directif avec son enfant n’est pas la bonne solution, car cela risque de le désintéresser de la lutte contre les crises écologiques, ou d’amplifier son éco-anxiété. La responsabilité du parent serait alors d’ouvrir le champ des possibles en parlant des nombreuses actions à entreprendre (vote, vie associative, militantisme...), et de l’accompagner dans la voie qu’il aura choisie.
#écologie #enfant #environnement 

Abonnez-vous au journal Libération 👉 http://abo.liberation.fr


Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-11-06T10:00:19Z,PT3M1S,650,9,3,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'environnement', 'climat', 'planète', 'crise climatique', 'crise écologique', 'réchauffement climatique', 'pédagogie', 'enfant', 'adolescent', 'conseil', 'éco-anxieux', 'éco-anxiété', 'parent', 'responsabilité', 'militantisme', 'militant', 'politique', 'parti politique', 'action', 'vote', 'association', 'vie associative', 'biodiversité', 'bio', 'agriculture', 'émotion', 'liberté', 'libre', 'énergie', 'espoir', 'futur', 'forêt', 'jardin', 'plantation', 'potager']"
33,Goncourt 2022 : comment Brigitte Giraud a gagné face à Giuliano da Empoli - Libération,XlKSFuWES0Y,Goncourt 2022 : comment Brigitte Giraud a gagné face à Giuliano da Empoli,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Jeudi 3 novembre, les jurés du prix Goncourt ont choisi de récompenser Brigitte Giraud pour Vivre vite (Flammarion), un récit autour de la mort de son compagnon dans un accident de moto en 1999. La romancière a devancé le grand favori de cette année, Giuliano da Empoli, pour le Mage du Kremlin (Gallimard). Ecrit en 2021, ce livre décrypte la logique guerrière et la mécanique de pensée de Vladimir Poutine et aide à comprendre tout ce qui a poussé le président russe à envahir l’Ukraine en février 2022.

Dans cette vidéo, Alexandra Schwartzbrod, directrice adjointe de Libération, revient sur ces deux œuvres et analyse ce qui a poussé les jurés à délivrer la prestigieuse récompense à Brigitte Giraud.
#Goncourt #Livre #litterature 

Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-11-04T14:39:23Z,PT3M10S,2814,44,3,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'goncourt', 'goncourt 2022', 'Brigitte Giraud', 'Giuliano da Empoli', 'goncourt giraud', 'vivre vite', 'le mage du kremlin', 'le mage du kremlin giuliano da empoli', 'vivre vite brigitte giraud', 'goncourt 2022 vivre vite', 'giraud']"
34,Pourquoi Marine Le Pen peut devenir présidente en 2027 - Libération,dh0MQdEWyMc,Pourquoi Marine Le Pen peut devenir présidente en 2027,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"La question n’est plus «Et si Le Pen gagnait les élections en 2027 ?» mais plutôt «Pourquoi ne gagnerait-elle pas en 2027 ?». La nuance à son importance. Cette sémantique n’est ni alarmiste ni pessimiste mais dit que, dès lors qu’elle s’est successivement dédiabolisée puis normalisée, son accession au pouvoir n’a plus rien d’une chimère.

Dans cette vidéo, le chroniqueur politique Thomas Legrand nous révèle le danger d’une victoire de Marine Le Pen en 2027. Il explique que, plus qu’à un véritable soutien à son projet, le vote des Français pourrait être lié à une volonté inhérente à notre vie politique : l’alternance. Il analyse les dernières élections et montre que ce n’est pas l’adhésion à un programme, mais un désir de changement qui prévaut à chaque présidentielles. Puisqu’on n’a «jamais essayé l’extrême droite», celle-ci pourrait-elle en bénéficier dans cinq ans ? Ce n’est plus une boutade ou de la politique-fiction, mais un horizon crédible.

#lepen #election #president 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-11-01T17:00:33Z,PT2M38S,5066,92,98,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'le pen', 'marine le pen', 'macron', 'emmanuel macron', 'mélenchon', 'jean-luc mélenchon', 'chirac', 'jacques chirac', 'nicolas sarkozy', 'sarkozy', 'françois hollande', 'hollande', '2027', 'gauche', 'droite', 'social-démocrate', 'social-démocratie', 'président', 'président de la république', 'élections présidentielles', 'élections', 'alternance', 'pouvoir', 'élysée', 'parti socialiste', 'en marche', 'extrême-droite', 'front national']"
35,"«Ma console de jeux, c’était ma nounou» : le parcours de joueur de Dédo - Libération",rorz3aeW4Mo,"«Ma console de jeux, c’était ma nounou» : le parcours de joueur de Dédo",UC9x4Iyu-D257P0P-VDRwSzw,Libération,"«Mon oncle avait des bornes d’arcade dans son bar et cet autel me fascinait», voilà le premier souvenir vidéoludique de Dédo. Dès son plus jeune âge, l’humoriste s’est plongé dans le monde du jeu vidéo avec notamment la version arcade de Pac-Man. «Ce n’est pas très végétarien, mais je ne pense pas que les pac-gommes sont faites en viande.»

Pour l’épisode spécial entretien du podcast de Libération «Silence on joue !», Dédo revient sur les jeux et consoles qui ont marqué son parcours de joueur, de l’Amstrad CPC où il ne parvenait pas à distinguer Tarzan sur l’écran à sa passion pour les jeux de combat.
#jeuxvideo #dedo 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-30T11:00:36Z,PT7M57S,264,5,2,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'jeu vidéo', 'Dédo', 'dedo', 'console de jeu', 'console de jeux', 'jeu', 'jeux vidéo', 'arcade', 'pac man', 'pac-man', 'tarzan', 'amstrad', 'nes', 'nintendo', 'sega', 'mastersystem', 'dédo', 'dédo humour', 'spectacle dédo']"
36,Election au Brésil : revivez l’échange en live des journalistes de Libé - Libération,VfN60COrEJc,Election au Brésil : revivez l’échange en live des journalistes de Libé,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Le second tour de l’élection présidentielle brésilienne se tient ce dimanche, et l’issue est plus qu’incertaine. Qui de Lula ou de Bolsonaro sera le prochain chef de l’Etat ?
Dans cette rediffusion du direct Instagram de Libération, notre correspondante au Brésil Chantal Rayes répond aux questions de Benjamin Delille, chef adjoint au service Planète, et des lecteurs du journal. Elle décortique les résultats du premier tour où deux candidats polarisent toutes les voix, laissant des miettes aux autres participants. 
#brésil #lula #bolsonaro 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-28T19:31:17Z,PT34M51S,5867,35,40,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'lula', 'bolsonaro', 'élection', 'brésil', 'brésil élection', 'brésil lula', 'brésil bolsonaro', 'lula bolsonaro', 'bolsonaro lula', 'élection brésilienne', 'amazonie', 'élection présidentielle brésilienne', 'Election au brésil']"
37,«Midnights» : Taylor Swift participe à la crise du vinyle avec son nouvel album - Libération,GpXrNRUSycg,«Midnights» : Taylor Swift participe à la crise du vinyle avec son nouvel album,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Entre les versions CD, cassette, vinyle, coffret vinyle en forme d’horloge aux contenus à peu près similaires mais décorés de couleurs différentes, les fans de Taylor Swift peuvent acheter son dernier album sous une myriade de formes différentes.
Dans cette vidéo, Olivier Lamm chef adjoint du service culture explique comment cette stratégie marketing connue de l’industrie musicale met sous pression une industrie du vinyle en crise.
#taylorswift #midnights #musique 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-26T17:00:09Z,PT1M44S,1347,20,3,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'taylor swift', 'swift', 'taylor', 'midnights', 'taylor swift midnight', 'midnight taylor swift', 'midnights taylor swift', 'musique', 'vinyle', 'vinyle midnight', 'vinyle taylor swift', 'vinyle midnights']"
38,Pourquoi vous ne boirez plus votre vin dans la même bouteille qu'aujourd'hui - Libération,1IPpBNyZGTc,Pourquoi vous ne boirez plus votre vin dans la même bouteille qu'aujourd'hui,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Depuis quelques années, les vignobles sont en danger et doivent s’adapter : catastrophes naturelles et bouleversements climatiques font craindre le pire pour le futur du vin. Un véritable état des lieux s’impose. De nouvelles pratiques voient le jour, comme l’agroforesterie, la fin de la monoculture ou encore le développement de cépages hybrides, plus résistants aux aléas de la nature.

Dans cette vidéo, la journaliste Marie-Eve Lacasse explique que pour préserver la viticulture, une idée aussi originale qu’inédite émerge : la modification de la bouteille. Elle nous montre ce qui changera concrètement dans nos placards, la bouteille en verre pourrait par exemple être remplacée par un contenant en plastique moins polluant. On apprend ainsi que 40 % du bilan carbone des vignobles vient du verre. Le monde du vin semble désormais contraint d’entamer sa révolution.

#vin #futur #plastique 

Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-24T16:05:31Z,PT2M7S,1146,13,1,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'vin', 'vin blanc', 'vin rouge', 'vin rosé', 'bouchon en liège', 'vigneron', 'vignoble', 'bordeaux', 'pommerol', 'conservation', 'monoculture', 'bouteille de vin', 'bouteille en verre', 'canicule', 'vin du futur', 'plastique', 'recyclable', 'papier', 'étiquette', 'marianne', 'aluminium', 'viticulture', 'douane', 'france', 'beaujolais', 'pénurie', 'europe', 'monde', 'verre', 'bilan carbone', 'vin de garde', 'vrac', 'cubis', 'poche', 'bouteille en plastique']"
39,Dédo face au questionnaire jeux vidéo de Libé : «J’aime les bruits aigus bizarres» - Libération,1CDspFkLzlE,Dédo face au questionnaire jeux vidéo de Libé : «J’aime les bruits aigus bizarres»,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Entre Super Mario et Metal Gear Solid, Dédo a dédié une partie de sa vie au jeu vidéo. Le comédien découvert dans le Jamel Comedy Club en 2006 s’est forgé une solide culture du gaming qu’il n’hésite pas à saupoudrer dans ses spectacles. Sa passion se retrouve aussi dans sa série Space Games où il incarne un vendeur de magasin de jeu vidéo.

Pour l’épisode spécial entretien du podcast de Libération «Silence on joue !», Dédo s’est confronté à quatre questions vidéoludiques de notre journaliste Erwan Cario
#dedo #jeuxvideo 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-22T10:00:02Z,PT1M31S,493,19,0,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'dédo', 'dédo humoriste', 'dedo', 'dedo jeu', 'dedo jeu video', 'dédo jeu vidéo', 'jeu vidéo', 'jeux vidéo', 'jeux video', 'dedo jeux vidéo', 'interview', 'dédo interview', 'interview dédo']"
40,Ce qui rend la victoire de  Karim Benzema au Ballon d'Or exceptionnelle - Libération,dxk7dnn1kzk,Ce qui rend la victoire de  Karim Benzema au Ballon d'Or exceptionnelle,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"«C’est le ballon d’or du peuple.» Désormais aussi légendaire que sa victoire, cette phrase en dit long sur le sentiment de revanche qui anime Karim Benzema depuis de nombreuses années. Il s’est construit dans l’adversité et à dû affronter une longue mise à l’écart en sélection en raison de son implication dans l’affaire de chantage à la sextape. En novembre 2021, il a été condamné à un an de prison avec sursis pour « complicité de tentative de chantage ». En signant sa victoire ainsi, il a souhaité donner une teneur inédite à la soirée. Comme pour mieux critiquer sa mise au ban chez les Bleus pendant cinq ans mais aussi pour marquer la singularité de son succès avec Cristiano Ronaldo et Messi, les précédents lauréats, superchampions dopés aux statistiques individuelles. Lui qui n’a que rarement fait l’unanimité gagne enfin le respect de tous, il rentre dans l’histoire en devenant le 5ème français à gagner ce trophée.

Dans cette vidéo, le journaliste Grégory Schneider démontre pourquoi, plus qu’une consécration pour Karim Benzema, c’est aussi l’avènement du collectif sur l’individuel. Il analyse le jeu de l’attaquant et explique qu’entre efficacité et altruisme, il est probablement le seul joueur du monde à pratiquer un tel football. C’est ainsi une autre vision de ce sport qui s’est imposée. De là à y voir un changement de paradigme dans le monde impénétrable et florissant du football, il n’y a qu’un pas... qu’on ne se voit pas franchir pour l’instant.
#benzema #ballondor #football 

Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-19T18:54:26Z,PT2M2S,1684,22,21,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'benzema', ""ballon d'or"", '2022', 'real', 'madrid', 'equipe de france', 'florentino perez', 'cristiano', 'ronaldo', 'messi', 'analyse', 'collectif', 'individuel', 'polémique', 'karim', 'football', 'coupe du monde', 'euro', 'efficacité', 'deschamps', 'le graet', ""ballon d'or du peuple"", 'zidane', 'cr7', 'peuple', 'élite', 'ligue des champions', 'c1', 'chelsea', 'psg', ""ballon d'or benzema"", ""benzema ballon d'or""]"
41,Comment le Qatar fait du greenwashing pour sa Coupe du Monde ? - Libération,xrBjWk1Z81o,Comment le Qatar fait du greenwashing pour sa Coupe du Monde ?,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Depuis 2010 et l’attribution de la Coupe du Monde, le Qatar a entrepris de gigantesques travaux et a vu son bilan écologique exploser. Ce sont des stades, des infrastructures et même des quartiers entiers qui ont vu le jour. Mais cette frénésie pose question et face aux nombreuses critiques venues du monde entier, les Qataris n’ont qu’un mot à la bouche : la «durabilité». Car selon eux, tout CO2 relâché sera compensé par de futures constructions plus respectueuses de l’environnement.
Dans cette vidéo, la journaliste Hala Kodmani analyse la situation. Ses reportages ont pu démontrer que, derrière les belles promesses inaugurales, c’est un véritable processus de greenwashing qui s’est mis en place. On parle ainsi d’un nouveau quartier «écoresponsable » où se côtoient rues piétonnes et trams électriques... Ce serait oublier les limites de ces « produits d’appel » et les avenues parcourues par des 4x4 rutilants tous plus polluants les uns que les autres. Le décalage entre la volonté écologique affichée à grand renfort de concepts et de slogans séduisants, et la réalité d’un pays qui reste le premier pollueur mondial en termes de CO2 par habitant, est criant.

#Qatar #Environnement #Football 

Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-17T12:07:19Z,PT2M40S,2709,40,10,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'qatar', 'mondial', 'coupe du monde', 'énergie', 'pétrole', 'richesse', 'environnement', 'climat', 'pollution', 'greenwashing', 'tram', 'électrique', 'gratte-ciel', 'écologie', 'écologique', 'vert', 'éco-responsable', 'fifa', 'attrubution', 'world cup', '2022', 'novembre', 'équipe de france', 'critique', 'climatisation', 'stade', 'chantier', 'bilan carbone', 'infrastructure', 'hotel', 'msheireb', 'doha', 'rénovation', 'voiture électrique', 'quartier', 'voie piétonne', '4x4']"
42,Refus d’obtempérer : derrière l’augmentation des tirs mortels des policiers - Libération,Dz5QcVZXEN4,Refus d’obtempérer : derrière l’augmentation des tirs mortels des policiers,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Sevran, Berre-l’Etang, Paris, Vénissieux, Neuville-en-Ferrain, et plus récemment, à Nice, depuis le début de l’année, 11 personnes ont été tuées à bord d’une voiture par des tirs de policiers. Ces drames sont l’aboutissement d’une tendance longue, depuis 2017, les tirs contre des véhicules ont augmenté de 40 %, d’après les déclarations des agents à l’IGPN.

Dans cette vidéo, le journaliste au service société, Fabien Leboucq décrypte l’impact de l’article 435-1 du code de la sécurité intérieur sur cette augmentation. Cette loi adoptée en 2017 a assoupli les conditions de tirs des policiers, notamment quand ils font face à un refus d’obtempérer.
#police #nice 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-12T16:30:02Z,PT3M59S,4514,51,94,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'police', ""refus d'obtempérer"", 'refus', ""refus d'obtempérer police"", ""refus d'obtempérer police nice"", 'nice', ""refus d'obtempérer police nice vidéo"", 'nice vidéo', 'vidéo nice', 'nice vidéo police', ""police refus d'obtempérer"", 'tirs mortels', 'tir mortel', 'tir mortel nice', 'tir mortel nice police', 'violence policière', 'violences policières', 'justice', '435-1 alinea 4']"
43,Crash du Rio-Paris : «Il y a eu 228 morts pour économiser 5000 euros» - Libération,OIwwAcQ_isA,Crash du Rio-Paris : «Il y a eu 228 morts pour économiser 5000 euros»,UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Lors du procès de l’accident du vol Rio-Paris AF447, Airbus et Air France devront faire face aux familles des 228 victimes de la catastrophe. Mais le procès qui débute lundi 10 octobre, interroge aussi la capacité d’un constructeur d’avion et d’une compagnie aérienne à garantir la sécurité des 3 milliards de passagers qui prennent l’avion chaque année.
#Rioparis #AF447 #airbus 
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr
Flight Simulator 2020 © Microsoft Corporation. This video was created under Microsoft's ""Game Content Usage Rules"" using assets from Flight Simulator 2020, and it is not endorsed by or affiliated with Microsoft.",2022-10-08T10:01:44Z,PT12M26S,237394,2204,596,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'Rio paris', 'rio paris', 'rio paris crash', 'crash rio paris', 'rio paris crash AF 447', 'AF 447', 'AF 447 rio paris', 'rio paris AF447', 'Air Bus', 'Air France', 'Airbus', 'AirFrance', 'procès rio paris', 'rio paris procès', 'procès rio paris 2022', 'procès af447', 'procès rio Paris AF447', 'procès airbus', 'procès airfrance', 'Avion', 'Aéronautique', 'catastrophe aérienne', 'catastrophe', 'crash', 'a330', 'sonde pitot']"
44,"Olivier Dubois, 547 jours de détention plus tard - Libération",XKliNU84g6E,"Olivier Dubois, 547 jours de détention plus tard",UC9x4Iyu-D257P0P-VDRwSzw,Libération,"Aujourd'hui cela fait exactement un an et demi que notre confrère Olivier Dubois, est otage au Mali.

Depuis les otages au Liban, il y a plus de trente ans, jamais un journaliste français n’avait été retenu en captivité aussi longtemps. Olivier Dubois, pigiste pour plusieurs journaux dont Libération, a été enlevé le 18 avril 2021 à Gao, au nord du Mali par le JNIM, un groupe terroriste proche d’Al-Qaeda.

Dans cette vidéo, la cheffe du service Planète de Libération, Sonia Delesalle-Stolper, exprime son inquiétude de voir un compagnon de route du journal captif depuis aussi longtemps. Elle pointe également une absence d’informations préoccupante, la dernière vidéo où on le voit en vie datant de mars dernier, et en appelle à l’Etat pour qu’il soit libéré au plus vite.

#olivierdubois #otage
Abonnez-vous au journal Libération 👉 http://abo.liberation.fr

Suivez Libé sur Facebook 👉 http://fb.com/liberation 
Suivez Libé sur Twitter 👉 http://twitter.com/libe
Suivez Libé sur Instagram 👉 http://instagram.com/liberationfr",2022-10-07T17:30:29Z,PT1M42S,558,26,5,"['Libération', 'Libé', 'journal', 'presse', 'newspaper', 'press', 'information', 'news', 'info', 'actu', 'journalisme', 'journalism', 'journaliste', 'journalist', 'otage', 'jeune afrique', 'le point', 'macron', 'france', 'mali', 'gao', 'jihadiste', 'interview', 'appel', 'autorités', 'captif', 'captivité', 'détention', 'prisonnier', 'olivier', 'dubois', 'pigiste', 'planète', 'international', 'mobilisation', 'témoignage']"
